1100
Aaron_Peirsol 1 2 Claudia_Schiffer 3
Joe_Torre 2 3 Rudolph_Holton 1
Joe_Torre 2 4 Alex_Holmes 1
Joerg_Haider 1 2 Mario_Lobo_Zagallo 1
John_Abizaid 3 9 Malcolm_Glazer 1
John_Ashcroft 18 21 Alfredo_Moreno 1
John_Ashcroft 25 27 Ruth_Harlow 1
John_Ashcroft 35 53 Mikhail_Shvydkoi 1
John_Cusack 1 2 David_Heymann 3
John_F_Kennedy_Jr 1 2 Martin_Torrijos 1
John_Kerry 1 2 Elodie_Bouchez 1
John_Kerry 5 14 Derek_Lowe 1
John_Manley 2 7 Timothy_Coughlin 1
John_Manley 3 4 Zara_Akhmadova 1
John_Manley 4 5 Dick_Posthumus 1
John_McCain 3 4 Hillary_Clinton 3
John_McCain 5 6 Sylvester_Stallone 6
John_McCormack 1 2 Linda_Lingle 1
John_Paul_II 3 11 Scott_Verplank 1
John_Reid 1 2 Wilson_Alvarez 1
John_Rigas 1 2 Luiz_Felipe_Scolari 2
John_Rosa 2 3 Diana_Krall 3
John_Ruiz 1 2 Jim_Ryan 1
John_Snow 2 4 Edward_Lohn 1
John_Snow 4 7 Bill_Nelson 2
John_Snow 8 16 Richard_Cohen 1
John_Snow 14 17 Debbie_Reynolds 3
John_Swofford 1 3 Elizabeth_Taylor 1
John_Taylor 1 2 Toni_Jennings 1
John_Warner 1 2 Ben_Kingsley 1
John_Warner 1 4 Paulo_Cesar_Pinheiro 2
John_Warner 2 3 Emmy_Rossum 1
Johnny_Tapia 1 3 Zara_Akhmadova 1
Johnny_Tapia 2 3 Anders_Fogh_Rasmussen 4
Jon_Gruden 2 7 Gustavo_Terrazas 1
Jonathan_Edwards 2 4 Mohammed_Ashraf_Hafiz 1
Jonathan_Mostow 1 2 Charles_Lebois 1
Jong_Wook_Lee 1 3 Jafar_Umar_Thalib 1
Jorge_Batlle 1 3 Stephen_Frears 1
Jorge_Batlle 2 3 Sergio_Garcia 1
Joschka_Fischer 14 15 Edina_Batar 1
Jose_Canseco 1 2 Orlando_Bloom 1
Jose_Manuel_Durao_Barroso 1 6 Tom_Reilly 2
Jose_Manuel_Durao_Barroso 2 5 Marcio_de_Souza 1
Jose_Manuel_Durao_Barroso 3 5 Aly_Wagner 1
Jose_Maria_Aznar 4 22 Aldo_Paredes 1
Jose_Maria_Aznar 14 20 Penny_Lancaster 1
Jose_Mourinho 1 2 Jose_Rosado 1
Jose_Sarney 1 2 Keanu_Reeves 2
Jose_Serra 1 9 Alicia_Silverstone 1
Jose_Viegas_Filho 1 2 Richard_Krajicek 1
Joseph_Biden 1 3 Nathirah_Hussein 1
Joseph_Biden 2 3 Michael_Diekmann 1
Joseph_Blatter 1 2 Andy_Madikians 1
Joseph_Estrada 2 4 Bill_Parcells 2
Juan_Carlos_Ferrero 2 9 Dustin_Brown 1
Juan_Carlos_Ferrero 7 18 Anthony_Scott_Miller 1
Juan_Ignacio_Chela 1 3 Frederique_van_der_Wal 1
Juan_Pablo_Montoya 3 5 David_Hilt 1
Juan_Valencia_Osorio 1 2 Andrew_Jarecki 1
Juanes 1 2 Ted_Maher 2
Juanes 1 3 Cecilia_Bolocco 1
Juanes 2 3 Richard_Tubb 1
Judy_Genshaft 1 2 Nabil_Shaath 2
Juergen_Peters 1 2 Barry_Hinson 1
Julia_Tymoshenko 1 2 Justin_Wilson 1
Julia_Tymoshenko 1 3 Stephen_Webster 1
Julianne_Moore 6 12 Muhammad_Ibrahim_Bilal 1
Julianne_Moore 9 12 Lucio_Angulo 1
Julie_Taymor 1 2 Stella_Keitel 1
Justin_Guarini 1 3 Cheryl_Hines 1
Justin_Guarini 2 3 Kelly_Osbourne 1
Kate_Capshaw 1 2 Ira_Einhorn 1
Kate_Hudson 2 4 Lionel_Richie 2
Kate_Winslet 1 4 Ian_Wilmut 1
Kate_Winslet 2 4 Ahmed_Ahmed 1
Katherine_Harris 2 3 Marco_Antonio_Barrera 6
Kathleen_Glynn 1 2 Shamai_Leibowitz 1
Kathryn_Bigelow 1 2 Octavio_Lara 1
Katie_Harman 2 3 Yusuf_Misbac 1
Keanu_Reeves 2 5 Hamad_Bin_Jassim 1
Keanu_Reeves 2 12 Iain_Duncan_Smith 2
Keanu_Reeves 4 6 Roberto_Carlos 2
Kelli_White 1 2 Tammy_Helm 1
Kelly_Clarkson 1 3 Paul_Henderson 1
Kemal_Dervis 1 2 Stephen_Funk 1
Ken_Watanabe 1 2 Ron_Zook 1
Kent_Rominger 1 2 Soon_Yi 1
Kevin_Spacey 1 5 Vladimiro_Montesinos 3
Kevin_Spacey 2 4 Patrick_Ewing 2
Kevin_Stallings 1 2 David_Duke 1
Kim_Clijsters 4 9 Pupi_Avati 2
Kim_Ryong-sung 3 10 Richard_Naughton 1
Kim_Ryong-sung 4 6 Matt_LeBlanc 1
Kim_Ryong-sung 4 9 Colin_Cowie 1
Kimi_Raikkonen 1 3 Garry_Kasparov 2
Kimi_Raikkonen 2 3 Marwan_Muasher 1
Kobe_Bryant 1 3 Lionel_Hampton 1
Kobe_Bryant 2 3 Jason_Bentley 1
Kurt_Busch 1 2 Maureen_Fanning 1
Kurt_Russell 1 2 Richard_Sambrook 2
Laila_Ali 1 2 Gerardo_Gambala 2
Larry_Brown 1 2 John_Perrota 1
Larry_Brown 3 7 Rob_Marshall 5
Larry_Johnson 1 2 Jeff_Weaver 1
Larry_Lucchino 1 2 Donny_Osmond 1
Lars_Von_Trier 1 3 Takahiro_Mori 1
Laura_Bush 4 32 Ruben_Studdard 1
Laura_Bush 11 40 Hermes_Gamonal 1
Laura_Bush 13 16 Joan_Collins 1
Lauren_Hutton 1 2 Chris_Neil 1
LeAnn_Rimes 1 2 James_May 1
Leander_Paes 1 2 Mitsou_Gelinas 1
Lech_Walesa 1 2 Beatriz_Merino 1
Lee_Hoi-chang 1 3 Gian_Marco 3
Lee_Jun 1 2 Lee_Ann_Womack 1
Lee_Soo-hyuck 1 2 Thomas_Wyman 2
Lee_Soo-hyuck 1 3 John_Sweeney 1
Lee_Tae-sik 1 2 Jean-Sebastien_Giguere 2
Lennox_Lewis 2 3 Michael_Rolinee 1
Lenny_Wilkens 2 3 Ahmed_Ibrahim_Bilal 1
Leonard_Hamilton 1 2 Alejandro_Lembo 1
Lesley_McCulloch 1 2 Kristin_Scott 1
Li_Peng 1 7 Edmund_Stoiber 5
Li_Zhaoxing 1 3 Bill_Rainer 1
Li_Zhaoxing 1 5 Eric_Christian_Olsen 1
Li_Zhaoxing 2 8 Colleen_Atwood 1
Lim_Dong-won 1 2 Erika_Harold 4
Lionel_Richie 1 2 Martin_Hoellwarth 1
Lisa_Gottsegen 1 2 James_Gandolfini 3
Lisa_Ling 1 2 Eriko_Tamura 1
Liu_Mingkang 1 2 David_Duke 1
Lleyton_Hewitt 10 12 Tonino_Guerra 1
Lon_Kruger 1 2 Lee_Tae-sik 2
Lou_Piniella 1 3 Gary_Marshall 1
Ludivine_Sagnier 1 4 Jakob_Kellenberger 1
Luiz_Inacio_Lula_da_Silva 12 33 Phil_Vassar 2
Luiz_Inacio_Lula_da_Silva 17 42 Cheryl_James 1
Luiz_Inacio_Lula_da_Silva 25 33 Pascal_Rheaume 1
Luke_Walton 1 2 Jonathan_Karsh 1
Lynne_Cheney 1 3 Azmi_Bishara 1
Lynne_Cheney 2 3 Lope_Mendoza 1
Madonna 2 5 Trisha_Meili 1
Magdalena_Maleeva 1 2 Dolly_Parton 1
Mahathir_Mohamad 9 10 Wolfgang_Schuessel 2
Mahathir_Mohamad 11 12 Eli_Stutsman 1
Manuel_Poggiali 1 2 Jong_Wook_Lee 4
Marc-Andre_Fleury 1 2 Yao_Ming 6
Marc_Grossman 1 2 Ismael_Miranda 1
Marc_Grossman 1 3 Paula_Dobriansky 1
Marcelo_Ebrard 1 2 Teresa_Heinz_Kerry 1
Marco_Antonio_Barrera 3 6 Bernard_Lord 2
Marcus_Gronholm 1 2 Martha_Lucia_Ramirez 4
Margaret_Thatcher 1 2 Natasha_McElhone 1
Maria_Luisa_Mendonca 1 2 Angelo_Genova 1
Maria_Soledad_Alvear_Valenzuela 1 5 Ralph_Klein 2
Maria_Soledad_Alvear_Valenzuela 2 3 Demetrius_Ferraciu 2
Mariana_Pollack 1 2 Robert_Ehrlich 2
Marie-Reine_Le_Gougne 1 2 Bruce_Arena 1
Marilyn_Monroe 1 2 Jean_Brumley 2
Marina_Anissina 1 2 Terry_Hoeppner 1
Mark_Geragos 1 2 Dennis_Kucinich 6
Mark_Gottfried 1 2 Alec_Baldwin 3
Mark_Hamister 1 2 Job_Cohen 1
Mark_Hurlbert 2 5 Stefaan_Declerk 1
Mark_Schweiker 1 2 Justin_Marshall 1
Mark_Warner 1 2 Hamid_Efendi 1
Martha_Beatriz_Roque 1 2 Lin_Yung_Hsi 1
Martha_Bowen 1 2 Jessica_Brungo 1
Martha_Lucia_Ramirez 2 3 Justin_Wilson 1
Martin_Brodeur 1 2 Joan_Collins 1
Martin_Hoellwarth 1 2 William_Swor 1
Martin_McCauley 1 2 Lesley_McCulloch 3
Martin_Scorsese 2 6 Bob_Beauprez 1
Martin_Scorsese 3 6 Karen_Pereiras 1
Martin_Scorsese 4 5 Tim_Chapman 1
Martina_Hingis 1 3 Randy_Ferbey 1
Martina_McBride 2 4 Cheryl_James 1
Martina_McBride 3 4 Des_Brown 1
Marty_Mornhinweg 2 3 Molly_Sims 1
Mary-Kate_Olsen 1 2 Paul_Walker 1
Mary_Steenburgen 2 3 Gennifer_Flowers 1
Masahiko_Nagasawa 1 2 Fernando_Valenzuela 1
Mathias_Reichhold 1 3 Brian_Schneider 1
Matt_Damon 1 4 Hadley_Bilger 1
Matt_Damon 2 4 Jean-Francois_Pontal 1
Matt_Damon 3 4 Kelly_Osbourne 1
Matthew_Perry 3 5 Louisa_Baileche 1
Matthew_Perry 3 6 Barry_Collier 1
Matthew_Perry 6 7 Spike_Helmick 1
Maureen_Fanning 1 2 Ty_Votaw 1
Mel_Brooks 1 2 Edwina_Currie 3
Mel_Gibson 1 2 Juan_Carlos_Ferrero 23
Mesut_Yilmaz 1 2 Billy_Crystal 4
Mian_Khursheed_Mehmood_Kasuri 2 3 Enrique_Oliu 1
Michael_Ballack 1 3 Sean_Hayes 2
Michael_Ballack 2 3 Enola_Rice 1
Michael_Bloomberg 1 16 Roy_Halladay 1
Michael_Caine 1 4 Charles_Bell 1
Michael_Caine 2 4 Takaloo 1
Michael_Chiklis 2 4 Richard_Gephardt 4
Michael_Douglas 3 5 Samantha_Daniels 1
Michael_Jordan 1 3 Michael_Jasny 1
Michael_Jordan 1 4 Albert_Brooks 1
Michael_Kostelnik 1 2 Abdullah_Nasseef 1
Michael_Moore 1 3 Emmit_Smith 1
Michael_Patrick_King 1 2 Neri_Marcore 1
Michael_Powell 2 4 Marwan_Muasher 1
Michael_Winterbottom 1 3 John_Starks 1
Michael_Winterbottom 2 3 Jim_Wong 1
Mick_Jagger 2 4 Kathy_Bates 1
Miguel_Estrada 1 2 Razali_Ismail 1
Mike_Babcock 1 2 John_Henry 1
Mike_Krzyzewski 2 4 Ashraf_Ghani 1
Mike_Martz 3 5 John_Thune 1
Mike_Martz 4 5 Ibrahim_Hilal 1
Mike_Miller 1 2 Phil_Donahue 1
Mike_Myers 5 7 Ted_Maher 2
Mike_Scioscia 1 2 Jose_Miguel_Aleman 1
Mike_Tyson 1 3 William_Cocksedge 1
Mikhail_Kasyanov 1 2 Franko_Simatovic 1
Mikhail_Wehbe 1 4 Randy_Jackson 1
Milo_Djukanovic 1 3 Olene_Walker 1
Milo_Maestrecampo 1 2 Peggy_McGuinness 1
Milo_Maestrecampo 1 3 Wolfgang_Schuessel 4
Milo_Maestrecampo 2 3 Dave_Williams 1
Miroljub 1 2 Zydrunas_Ilgauskas 1
Miyako_Miyazaki 1 2 Nan_Wang 4
Mohamed_Benaissa 1 2 Stanley_McChrystal 2
Mohammed_Al-Douri 2 5 Andrew_Jarecki 1
Monica_Bellucci 1 3 Joy_Bryant 1
Monica_Seles 2 3 Donnie_Brennan 1
Monica_Seles 4 6 Ulrich_Kueperkoch 1
Monique_Garbrecht-Enfeldt 1 3 Jose_Serra 5
Monique_Garbrecht-Enfeldt 2 3 Pier_Ferdinando_Casini 1
Morgan_Freeman 1 2 Ben_Howland 2
Moshe_Katsav 1 4 Tom_Curley 1
Moshe_Katsav 2 3 Jeff_Bzdelik 1
Moshe_Katsav 2 4 Juan_Manuel_Marquez 1
Muhammad_Saeed_al-Sahhaf 1 5 Anwar_Ibrahim 1
Muhammad_Saeed_al-Sahhaf 3 4 Pa_Kou_Hang 1
Muhammad_Saeed_al-Sahhaf 4 5 Thomas_Ulrich 1
Mukesh_Ambani 1 3 Vernon_Forrest 1
Munir_Akram 1 2 Bruno_Junquiera 1
Nabil_Shaath 1 3 Hilary_McKay 1
Nadia_Petrova 1 5 Mike_Szymanczyk 1
Naji_Sabri 4 8 Sherri_Coale 1
Nancy_Demme 1 2 Brennon_Leighton 1
Nancy_Reagan 1 2 Jason_Gardner 1
Nancy_Sinatra 1 2 Nicolas_Kiefer 1
Nanni_Moretti 1 2 Minnie_Driver 1
Naomi_Watts 12 14 Brian_Grazier 1
Natasha_McElhone 2 3 Kevin_Keegan 1
Nathalie_Baye 1 3 Troy_Garity 1
Nathalie_Baye 2 4 Eduard_Shevardnadze 4
Nathan_Lane 1 2 Carolina_Kluft 1
Nebojsa_Pavkovic 1 2 Diego_Armando_Maradona 1
Nia_Vardalos 3 4 Anastasia_Kelesidou 1
Nicholas_Tse 1 2 Lynne_Thigpen 1
Nick_Nolte 1 4 Marion_Barry 1
Nicolas_Cage 1 2 Stephanie_Moore 1
Nicolas_Escude 1 2 Mitar_Rasevic 1
Nicolas_Lapentti 1 2 Katerina_Smrzova 1
Noelle_Bush 2 4 Roel_Campos 1
Norah_Jones 5 13 Lucio_Cecchinello 1
Norman_Jewison 1 2 Rainer_Schuettler 1
Norodom_Sihanouk 1 2 Yana_Klochkova 1
Norodom_Sihanouk 2 3 Heinrich_Wolfgang 1
Nursultan_Nazarbayev 1 2 Sanjay_Gupta 1
Oleksandr_Moroz 1 2 Norm_Macdonald 1
Olesya_Bonabarenko 1 2 Martina_McBride 2
Oswaldo_Paya 3 5 David_Siegel 1
Oxana_Fedorova 2 4 Timothy_Wirth 1
Paradorn_Srichaphan 3 7 Ben_Chandler 1
Paradorn_Srichaphan 8 10 Buck_Rodgers 1
Pascal_Lamy 1 2 Gabi_Zimmer 1
Pat_Cox 1 2 Eddie_Compass 1
Patricia_Clarkson 1 2 Richard_Gephardt 8
Patricia_Clarkson 1 3 Mohamed_Hammam 1
Patricia_Heaton 1 2 Pringe_Ernst_August 1
Patrick_Ewing 1 2 Fernando_Henrique_Cardoso 5
Patrick_Roy 1 2 John_Norquist 1
Patrick_Stewart 1 2 Shaun_Pollock 1
Paul_Coppin 1 2 Natasha_Lyonne 1
Paul_McCartney 4 6 Phil_Mickelson 2
Paul_McNulty 1 2 Stephen_Ambrose 2
Paul_ONeill 8 9 Azmi_Bishara 1
Paul_Pierce 1 2 Aaron_Sorkin 2
Paul_Tagliabue 1 3 Charles_Chandler_IV 1
Paul_Tagliabue 2 3 Dick_Bennett 1
Paul_Tagliabue 2 4 Darrell_Issa 1
Paul_Wolfowitz 2 10 George_HW_Bush 3
Paul_Wolfowitz 3 7 Lisa_Gottsegen 2
Paul_Wolfowitz 3 8 David_Siegel 1
Paul_Wolfowitz 5 6 Bernardo_Segura 2
Paula_Radcliffe 4 5 Maria_Shkolnikova 1
Penelope_Ann_Miller 1 2 Sharon_Frey 2
Pete_Carroll 1 2 Patricia_Wartusch 1
Pete_Carroll 2 3 Betty_Garrison 1
Pete_Sampras 3 18 Princess_Elisabeth 2
Peter_Arnett 2 3 Tab_Turner 1
Peter_Bacanovic 1 2 Peggy_McGuinness 1
Peter_Hillary 1 2 Milt_Palacio 1
Peter_Struck 1 3 Georgina_Bardach 1
Peter_Struck 1 5 Dave_Matthews 1
Petria_Thomas 1 2 Graham_Bentley 1
Philippe_Noiret 1 2 Robert_Bonner 1
Prince_Charles 2 4 Khin_Nyunt 1
Prince_Claus 1 3 Brittany_Snow 1
Prince_Edward 1 2 Budd_Schulberg 1
Prince_Harry 1 2 Tracy_McGrady 2
Prince_Naruhito 2 3 Sim_Yong 1
Prince_William 1 2 Ernie_Harwell 1
Princess_Anne 1 2 Catriona_Le_May_Doan 1
Princess_Caroline 1 4 Hama_Arba_Diallo 1
Princess_Elisabeth 1 2 Richard_Armitage 6
Princess_Masako 1 2 Pedro_Velasquez 1
Priscilla_Owen 1 2 Lawrence_Vito 1
Pupi_Avati 2 3 James_Jones 2
Queen_Beatrix 1 4 Masahiko_Nagasawa 1
Queen_Beatrix 2 3 Camryn_Manheim 1
Queen_Elizabeth_II 4 11 Mel_Karmazin 1
Queen_Elizabeth_II 5 13 Tyrone_Medley 1
Queen_Elizabeth_II 6 7 Boris_Henry 1
Queen_Elizabeth_II 6 11 Jeanette_Stauffer 1
Queen_Latifah 1 3 Nancy_Greenlaw 1
Rainer_Schuettler 1 4 Huang_Suey-Sheng 1
Rainer_Schuettler 3 4 Robbie_Williams 1
Ralph_Lauren 1 2 Paul_William_Hurley 1
Ranil_Wickremasinghe 2 3 Larenz_Tate 1
Raoul_Ruiz 1 4 Johnny_Benson 1
Raoul_Ruiz 3 4 Bill_Belichick 1
Raquel_Welch 1 2 Roy_Chaderton 1
Ray_Allen 1 2 David_Dodge 2
Ray_Allen 2 3 Steven_Feldman 1
Raymond_Odierno 1 2 Christian_Lacroix 1
Rebekah_Chantay_Revels 2 4 Carlos_Barra 1
Rebekah_Chantay_Revels 3 4 Shane_Reynolds 1
Recep_Tayyip_Erdogan 2 4 Maribel_Dominguez 1
Recep_Tayyip_Erdogan 2 8 Will_Young 1
Recep_Tayyip_Erdogan 14 29 Florencia_Kirchner 1
Reggie_Miller 1 2 Atsushi_Sato 1
Ricardo_Lagos 1 3 Ed_Smart 3
Ricardo_Lagos 2 23 Alain_Ducasse 1
Ricardo_Lagos 9 22 Margaret_Thatcher 1
Ricardo_Lagos 17 18 Steven_Seagal 1
Ricardo_Monasterio 1 2 Fujio_Cho 1
Ricardo_Sanchez 3 4 Steve_Avery 1
Richard_Branson 1 2 Olesya_Bonabarenko 2
Richard_Gephardt 1 3 Judy_Genshaft 1
Richard_Gephardt 2 6 Stephanie_Moore 1
Richard_Haass 1 2 Taha_Yassin_Ramadan 9
Richard_Krajicek 2 3 Mickey_Gilley 1
Richard_Myers 3 4 Wendy_Kennedy 1
Richard_Myers 3 14 Francisco_Urenda 1
Richard_Virenque 3 4 Erskine_Bowles 1
Rick_Barnes 1 2 Michael_Hagee 1
Rick_Barnes 1 3 Li_Zhaoxing 7
Rick_Santorum 2 3 Clive_Lloyd 1
Rick_Stansbury 1 2 Anthony_Rackauckas 1
Ricky_Martin 1 2 Ari_Fleischer 1
Rio_Ferdinand 1 2 Namuddu_Florence 1
Rob_Lowe 1 3 Kimberly_Stewart 1
Rob_Lowe 2 3 Joy_Lee_Sadler 1
Rob_Lowe 3 4 Wu_Peng 1
Rob_Marshall 4 6 Mike_Easley 1
Robbie_Williams 1 3 Cristiano_da_Matta 1
Robert_Blackwill 1 2 Eric_Robert_Rudolph 1
Robert_Bullock 1 2 Theresa_May 2
Robert_De_Niro 1 2 Eileen_Coparropa 2
Robert_De_Niro 1 6 Jim_Fassel 1
Robert_De_Niro 5 6 Mike_Gable 1
Robert_Duvall 1 7 Lin_Yung_Hsi 1
Robert_Duvall 3 6 Shoshana_Johnson 1
Robert_Ehrlich 1 2 Hernan_Diaz 1
Robert_Fico 1 2 Cabas 1
Robert_Kocharian 3 4 Jose_Rosado 1
Robert_Mugabe 1 2 Doug_Christie 1
Robert_Stack 1 2 Tim_Curley 1
Robert_Witt 1 2 Flavia_Delaroli 1
Robert_Zoellick 2 6 George_Allen 1
Roberto_Benigni 1 2 Mel_Brooks 2
Roberto_Carlos 1 2 James_Ballenger 1
Robinson_Stevenin 1 2 Alfonso_Cuaron 1
Roger_Federer 4 8 Don_Hewitt 1
Roger_Federer 4 12 Curtis_Rodriguez 1
Roger_Moore 3 5 William_Shatner 1
Rogerio_Romero 1 2 Robert_Towne 1
Roh_Moo-hyun 1 31 Eddie_Lewis 1
Roh_Moo-hyun 7 15 Gregg_Berhalter 1
Roman_Polanski 2 5 Roberto_Cercelletta 1
Roseanne_Barr 1 2 Manuel_Llorente 1
Roseanne_Barr 1 3 Dave_Matthews 1
Ruben_Studdard 1 2 Quincy_Jones 1
Rubens_Barrichello 1 9 Yoko_Ono 4
Rubens_Barrichello 2 6 Christopher_Conyers 1
Rubens_Barrichello 5 10 Lincoln_Chafee 1
Rudolph_Giuliani 6 17 Dan_Guerrero 1
Ruth_Dreifuss 1 2 Jason_Bentley 1
Ruth_Harlow 1 2 Johnny_Htu 1
Saburo_Kawabuchi 1 2 Ham_Pong-sil 1
Sachiko_Yamada 1 4 Natasa_Micic 1
Sachiko_Yamada 2 3 Akbar_Al_Baker 1
Sachiko_Yamada 2 4 Luciano_Bovicelli 1
Sachiko_Yamada 3 4 Maha_Habib 1
Sadie_Frost 2 3 Carlos_Fasciolo 1
Saeb_Erekat 1 2 Syed_Ibrahim 1
Sally_Ride 1 2 Natalia_Verbeke 1
Sam_Bith 1 2 Oscar_Bolanos 1
Sam_Torrance 2 3 George_W_Bush 407
Samira_Makhmalbaf 1 2 Ellen_Engleman 1
Sammy_Sosa 1 2 Joseph_Hoy 1
Sandra_Bullock 1 4 Ty_Votaw 1
Sandra_Bullock 2 4 Marc_Shaiman 1
Sandra_Bullock 3 4 Dick_Smothers 1
Sarah_Hughes 1 2 Raquel_Welch 2
Sarah_Hughes 1 6 Ron_Gonzales 1
Sarah_Michelle_Gellar 2 3 David_Myers 2
Scott_Peterson 1 3 Wes_Craven 1
Scott_Peterson 4 5 Grady_Little 1
Scott_Wolf 1 2 Santiago_Botero 1
Sean_Hayes 1 2 Kenneth_Dam 1
Sebastien_Grosjean 1 3 Eileen_Coparropa 1
Sebastien_Grosjean 2 4 Penny_Dupuie 1
Sepp_Blatter 1 2 Peter_Mugyeni 1
Sepp_Blatter 3 4 Dean_Barkley 4
Serena_Williams 17 52 Mark_Gottfried 3
Sergei_Ivanov 1 5 Deniz_Baykal 1
Sergio_Garcia 1 2 Buck_Rodgers 1
Sergio_Vieira_De_Mello 5 6 Jade_Jagger 1
Shane_Warne 1 2 Lynne_Cheney 1
Sharon_Davis 1 2 Kate_Burton 1
Sharon_Frey 1 2 Guido_Westerwelle 1
Sheila_Copps 1 3 Ruben_Studdard 1
Sheila_Fraser 1 2 Ali_Hammoud 1
Sheryl_Crow 3 8 Christopher_Amolsch 1
Shia_LaBeouf 1 2 Mickey_Loomis 1
Shimon_Peres 2 6 Tatiana_Paus 1
Sila_Calderon 1 3 Gisele_Bundchen 1
Silvan_Shalom 1 6 Cliff_Ellis 1
Silvia_Farina_Elia 1 2 Andrew_Weissmann 1
Silvia_Farina_Elia 1 3 Bernard_Giraudeau 1
Slobodan_Milosevic 2 3 Rainer_Geulen 1
Sonia_Gandhi 1 3 Marisol_Breton 1
Sonia_Gandhi 2 3 Zinedine_Zidane 5
Stacy_Dragila 1 2 Gwen_Stefani 1
Stephen_Daldry 1 2 Tom_Christerson 1
Stephen_Friedman 1 2 Jim_Hardin 1
Steve_Ballmer 1 2 BJ_Habibie 1
Steve_Ballmer 2 3 Brian_Gregory 1
Steve_Mariucci 1 2 Felix_Mantilla 1
Steve_Mariucci 2 3 Elena_Bereznaya 1
Steve_Nash 2 4 Hassanal_Bolkiah 1
Steve_Spurrier 1 2 Barry_Ford 1
Steve_Waugh 1 2 Mark_Rosenbaum 1
Steven_Spielberg 1 6 Zhong_Nanshan 1
Stockard_Channing 1 3 Ekke_Hard_Forberg 1
Susan_Sarandon 2 3 Lenny_Kravitz 1
Susan_Sarandon 2 6 Yuri_Fedotov 2
Susan_Sarandon 4 6 Ian_Wilmut 1
Susilo_Bambang_Yudhoyono 1 2 Fernando_Sanz 1
Sylvester_Stallone 1 5 John_Cornyn 1
Takashi_Sorimachi 1 2 Troy_Garity 1
Ted_Maher 1 2 Ray_Halbritter 1
Terje_Roed-Larsen 1 2 Yoshiyuki_Kamei 1
Terry_Stotts 1 2 Sanjay_Gupta 1
Theresa_May 1 3 Fernando_Hierro 1
Thierry_Falise 1 3 Lee_Chang-dong 1
Thomas_Birmingham 1 2 Hushiar_Zebari 1
Thomas_Bjorn 1 2 Chen_Kaige 1
Thomas_Malchow 1 2 David_Canary 1
Tiger_Woods 1 3 Randall_Tobias 1
Tiger_Woods 7 17 Takuma_Sato 1
Tiger_Woods 7 19 Bill_Bradley 1
Tiger_Woods 19 20 Stan_Kroenke 1
Tim_Conway 1 2 Steven_Briggs 1
Tim_Duncan 3 4 Susan_Walvius 1
Tim_Henman 2 18 Noel_Niell 1
Tim_Henman 10 16 Frank_Hilldrup 1
Tim_Henman 15 19 Lee_Nam-shin 1
Tim_Robbins 2 3 Harrison_Ford 7
Tom_Craddick 2 3 Fernando_Velardez 1
Tom_Craddick 3 4 Greg_Rusedski 4
Tom_Crean 4 5 Cameron_Diaz 1
Tom_Daschle 18 21 Guillermo_Coria 25
Tom_Hanks 1 2 Tom_Brady 1
Tom_Hanks 3 10 Lin_Yung_Hsi 1
Tom_Hanks 6 10 Francisco_Santos 1
Tom_Harkin 1 4 Simona_Hradil 1
Tom_Harkin 3 4 Eglis_Yaima_Cruz 1
Tom_Harkin 3 5 Edward_Said 2
Tom_Reilly 1 2 Mitt_Romney 1
Tom_Reilly 1 3 Shia_LaBeouf 2
Tom_Ridge 2 18 Tex_Ritter 1
Tom_Ridge 3 22 Mario_Austin 1
Tom_Ridge 10 15 Jose_Lopez_Beltran 1
Tommy_Robredo 1 2 Kwon_Yang-sook 3
Tommy_Robredo 1 3 Hillary_Clinton 2
Tommy_Robredo 2 3 Prince_Naruhito 2
Tony_Bennett 1 3 Oprah_Winfrey 4
Tony_Blair 6 94 Sharess_Harrell 1
Torri_Edwards 1 2 Max_Biaggi 1
Tracy_McGrady 1 2 Hiroki_Gomi 1
Trent_Lott 3 8 Robert_Pollack 1
Tubby_Smith 2 3 Thomas_Wyman 2
Tyra_Banks 1 2 Toutai_Kefu 1
Tyron_Garner 1 2 Wendy_Kennedy 1
Uma_Thurman 1 2 Jeanette_Stauffer 1
Valdas_Adamkus 1 2 Paul_Wilson 1
Valentino_Rossi 4 5 Antwun_Echols 1
Vanessa_Incontrada 3 4 Angela_Merkel 1
Venus_Williams 6 15 Paula_Dobriansky 1
Venus_Williams 8 9 Zico 2
Vicki_Zhao_Wei 1 2 Pringe_Ernst_August 1
Victoria_Clarke 2 5 Riccardo_Muti 1
Victoria_Clarke 3 5 Tony_Curtis 2
Vidar_Helgesen 1 2 JT_Snow 1
Vin_Diesel 1 2 John_Spencer 2
Vince_Carter 1 2 Jay_Leno 3
Vincent_Gallo 1 3 Elijan_Ingram 1
Vivica_Fox 1 2 Julio_Toro 1
Vladimir_Putin 1 22 George_Bovell 1
Vladimir_Voltchkov 1 2 Anibal_Ibarra 1
Vojislav_Kostunica 3 7 Jose_Lopez_Beltran 1
Walter_Mondale 1 4 Carlos_Salinas 1
Wayne_Gretzky 2 3 Taku_Yamasaki 1
William_Bratton 1 2 Mary_Sue_Coleman 1
William_Bratton 1 3 Ray_Morrough 1
William_Bratton 2 3 Marcus_Garrettson 1
William_Bulger 1 2 Natalia_Dmitrieva 1
William_Bulger 2 3 Ray_Romano 9
William_Bulger 2 4 Arsinee_Khanjian 1
William_Donaldson 3 7 Penelope_Taylor 1
William_Ford_Jr 1 3 Sven_Ottke 1
